Key,iteration,f,Denit fromNO2- (nM/day),weightNH4,cost,Station,Denit from NO3- (nM/day),weightNO3,Nitrification (nM/day),Hybrid2 (nM/day),Feature,weightNO2,Denit from NO2- (nM/day)
PS1Interface,14,0.0,,0.3333333333333333,17.968853350152067,PS1,1.278947814736359,0.3333333333333333,0.0,0.0291522624492579,Interface,0.3333333333333333,0.0078753712030068
PS1Interface,10,0.0,,0.3333333333333333,20.03988961845605,PS1,1.3780498292425043,0.3333333333333333,0.0,0.0297357445046608,Interface,0.3333333333333333,0.0042762471361061
PS1Interface,2,0.4726887770463735,,0.3333333333333333,13.499082051961908,PS1,0.895033301338832,0.3333333333333333,0.0,0.0574095309351183,Interface,0.3333333333333333,0.008913538437418
PS1Interface,1,0.4702947247972793,,0.3333333333333333,12.922819473305497,PS1,1.781530456439006,0.3333333333333333,0.0,0.0540451911212686,Interface,0.3333333333333333,0.0083819106261603
PS1Interface,13,0.4681539328937202,,0.3333333333333333,13.72862485174378,PS1,1.4379185255835172,0.3333333333333333,0.0,0.0464464971204183,Interface,0.3333333333333333,0.0076978661307931
PS1Interface,8,0.4704717862278681,,0.3333333333333333,13.359775778720875,PS1,1.2486770154284104,0.3333333333333333,0.0,0.0517731225213953,Interface,0.3333333333333333,0.0085203289649156
PS1Interface,12,0.4722642365193256,,0.3333333333333333,11.835830346904526,PS1,1.4149015217832366,0.3333333333333333,0.0,0.0565935635146017,Interface,0.3333333333333333,0.0089166308992425
PS1Interface,16,0.4709043727449958,,0.3333333333333333,11.510345958128951,PS1,1.6273097303373802,0.3333333333333333,0.0,0.0570647257229122,Interface,0.3333333333333333,0.0092170300954937
PS1Interface,11,0.4705682824873938,,0.3333333333333333,13.67821845144063,PS1,1.4754145409699533,0.3333333333333333,0.0,0.0493948423029076,Interface,0.3333333333333333,0.008490872127393
PS1Interface,6,0.470162329268443,,0.3333333333333333,13.524084316279382,PS1,1.2713769370128494,0.3333333333333333,0.0,0.0494375434488189,Interface,0.3333333333333333,0.008140654401477
PS1Interface,0,0.4682479339894536,,0.3333333333333333,13.172026203014315,PS1,1.163130261056449,0.3333333333333333,0.0,0.0504442012972539,Interface,0.3333333333333333,0.0078974467663524
PS1Interface,17,0.4727001118637974,,0.3333333333333333,13.945526165025154,PS1,1.2622613880484277,0.3333333333333333,0.0,0.0576678214744687,Interface,0.3333333333333333,0.0095943988026976
PS1Interface,15,0.4692133648265907,,0.3333333333333333,11.860080818107264,PS1,1.242969599301552,0.3333333333333333,0.0,0.0635993189609336,Interface,0.3333333333333333,0.0092948223924051
PS1Interface,5,0.4700982296999322,,0.3333333333333333,12.778064657474868,PS1,1.0634197893910131,0.3333333333333333,0.0,0.057395601557399,Interface,0.3333333333333333,0.0077485670027687
PS1Interface,3,0.471559459576367,,0.3333333333333333,12.746746614067415,PS1,1.0195861507459945,0.3333333333333333,0.0,0.0541820995470713,Interface,0.3333333333333333,0.0085525977420707
PS1Interface,19,0.473393384982042,,0.3333333333333333,12.706946250591912,PS1,1.2231764408743904,0.3333333333333333,0.0,0.0619692425683111,Interface,0.3333333333333333,0.0093824706078791
PS1Interface,7,0.4723543993664018,,0.3333333333333333,12.349383148873422,PS1,0.9519783707974366,0.3333333333333333,0.0,0.0597742810201606,Interface,0.3333333333333333,0.0088385201647328
PS1Interface,9,0.4706182414734615,,0.3333333333333333,13.029166830340053,PS1,1.1205696424744038,0.3333333333333333,0.0,0.0543782894393883,Interface,0.3333333333333333,0.0084065682523035
PS1Interface,18,0.4659872459831717,,0.3333333333333333,11.64383824042611,PS1,1.0590003406970616,0.3333333333333333,0.0,0.0570967762993611,Interface,0.3333333333333333,0.0082339302069409
PS1Interface,4,0.4705328761743179,,0.3333333333333333,13.771260585116345,PS1,1.3380907278045535,0.3333333333333333,0.0,0.053094276796777,Interface,0.3333333333333333,0.0086650584785434
