Key,Hybrid2 (nM/day),Feature,iteration,Nitrification (nM/day),weightNO3,weightNH4,Denit fromNO2- (nM/day),weightNO2,Station,f,cost,Denit from NO3- (nM/day),Denit from NO2- (nM/day)
PS2Base of ODZ,0.0708967431270403,Base of ODZ,43,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5655816539976772,40.97666060045712,0.0,0.0131199406001864
PS2Base of ODZ,0.0663286484717862,Base of ODZ,45,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5556384113732382,49.32505312996918,0.0,0.0140190839687031
PS2Base of ODZ,0.0624470977690659,Base of ODZ,47,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5585609232631243,45.47091917618424,0.0,0.0131889682719586
PS2Base of ODZ,0.066923623017027,Base of ODZ,51,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5608371187658796,37.820736575812106,0.0,0.0135588500747991
PS2Base of ODZ,0.0573902031760881,Base of ODZ,55,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5646530246816308,49.304845313910015,0.0,0.0114452560640528
PS2Base of ODZ,0.0593647999580118,Base of ODZ,52,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5649187879789557,43.41085746135767,0.0,0.0117322536686433
PS2Base of ODZ,0.0593111885368843,Base of ODZ,56,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5667811831366828,47.48228796362928,0.0,0.0115694874027528
PS2Base of ODZ,0.0597917592414981,Base of ODZ,44,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5702156939185266,47.455675291455975,0.0,0.0115226516016488
PS2Base of ODZ,0.0709006184042781,Base of ODZ,54,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5617191505620115,45.28784073120259,0.0,0.0131347413979558
PS2Base of ODZ,0.0672907200999354,Base of ODZ,49,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5636194957024148,44.52100785805475,0.0,0.0128080247117032
PS2Base of ODZ,0.053061290965032,Base of ODZ,57,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5678555274302113,46.32665203200567,0.0,0.010991236022369
PS2Base of ODZ,0.0617307735665333,Base of ODZ,58,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5595168768164249,44.28722215338881,0.0,0.0126999556471937
PS2Base of ODZ,0.0699174163224222,Base of ODZ,50,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5589237135691779,44.9284621960858,0.0,0.0140247350604171
PS2Base of ODZ,0.054095692048081,Base of ODZ,59,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5695103254794043,45.31016335308179,0.0,0.010775708806571
PS2Base of ODZ,0.0570332920970612,Base of ODZ,48,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5682781949128554,42.43319324998497,0.0,0.0113393811569383
PS2Base of ODZ,0.0659905152100928,Base of ODZ,53,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5590259993846297,44.26425964920276,0.0,0.0136100279147674
PS2Base of ODZ,0.0635416131104193,Base of ODZ,62,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5624945894112146,45.99331766242844,0.0,0.0125163156149626
PS2Base of ODZ,0.0682942602858529,Base of ODZ,61,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5640165596103008,40.034494167096696,0.0,0.0129673126592852
PS2Base of ODZ,0.0541790786181065,Base of ODZ,65,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5667073955241559,50.88558607811741,0.0,0.0112521930221185
PS2Base of ODZ,0.0528984495216709,Base of ODZ,69,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5698626848392723,45.69181362270474,0.0,0.0104268297848277
PS2Base of ODZ,0.0728885288342117,Base of ODZ,60,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5578368024087941,42.36244908295494,0.0,0.0142339676587373
PS2Base of ODZ,0.0623792738338576,Base of ODZ,67,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5613035737385934,47.62192494282769,0.0,0.012534487103136
PS2Base of ODZ,0.0591945274632204,Base of ODZ,66,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5637433785335292,46.733862360132285,0.0,0.0119536153173823
PS2Base of ODZ,0.0666433676868935,Base of ODZ,64,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5621382305257304,43.69772968178032,0.0,0.0127300268849287
PS2Base of ODZ,0.0636933916742251,Base of ODZ,63,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5552548723521553,48.56952771342023,0.0,0.0139727825905661
PS2Base of ODZ,0.05747182404161,Base of ODZ,71,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5689472279136907,42.369020555776,0.0,0.0112646447598818
PS2Base of ODZ,0.0684065820588469,Base of ODZ,70,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5621190016992317,44.959190287218135,0.0,0.0133960453928857
PS2Base of ODZ,0.0639036926645551,Base of ODZ,72,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5641957402937733,44.44534145466661,0.0,0.0123241907093949
PS2Base of ODZ,0.0581163375300261,Base of ODZ,75,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.56125926677339,44.166360890517325,0.0,0.0120970333300935
PS2Base of ODZ,0.0655033357897999,Base of ODZ,68,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5562838777963293,41.22288251614214,0.0,0.0141500315498422
PS2Base of ODZ,0.0610835746762483,Base of ODZ,78,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5734608185142656,41.57674539503836,0.0,0.0111589823555698
PS2Base of ODZ,0.0747165966602853,Base of ODZ,73,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5694515957086925,41.23871367061953,0.0,0.0130055613800723
PS2Base of ODZ,0.0562874565349881,Base of ODZ,76,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5620711601509067,47.77455546452024,0.0,0.0119724898495774
PS2Base of ODZ,0.0587881761034177,Base of ODZ,74,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5709919084627939,44.85780141120872,0.0,0.0109008560039284
PS2Base of ODZ,0.0666845581554541,Base of ODZ,77,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.557436548350903,45.61669555326657,0.0,0.0138378529767033
PS2Base of ODZ,0.0735437369475741,Base of ODZ,79,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.565577622524964,43.70367413922301,0.0,0.0136117063350579
PS2Base of ODZ,0.0526752324890682,Base of ODZ,84,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5707139146515523,45.32750861754212,0.0,0.0103584534483925
PS2Base of ODZ,0.0604187394706862,Base of ODZ,80,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5632306455998803,44.3911714130288,0.0,0.0117827812236451
PS2Base of ODZ,0.0508035198097776,Base of ODZ,86,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5686503321095208,43.643094182911234,0.0,0.0103868865896339
PS2Base of ODZ,0.0768762168921095,Base of ODZ,82,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5597150329950723,47.12361370827908,0.0,0.014251791612249
PS2Base of ODZ,0.0546979227642496,Base of ODZ,83,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5734105631294981,43.78739952162374,0.0,0.0106152862910518
PS2Base of ODZ,0.0732406779019278,Base of ODZ,81,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5586041304821462,44.7033992781943,0.0,0.0141717406802501
PS2Base of ODZ,0.0677419249615933,Base of ODZ,87,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5604601855524948,45.0801640198987,0.0,0.0136953911873665
PS2Base of ODZ,0.055586412713815,Base of ODZ,85,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5661084231333569,45.16877258691288,0.0,0.0113367774261333
PS2Base of ODZ,0.0586821076335742,Base of ODZ,90,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5618010890404547,47.3025447857059,0.0,0.0122011273790708
PS2Base of ODZ,0.0622830036238534,Base of ODZ,89,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5629064798782674,41.22891626657561,0.0,0.0129595248985057
PS2Base of ODZ,0.0565298366698472,Base of ODZ,88,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5667978995969155,43.82987604464662,0.0,0.0113198108435206
PS2Base of ODZ,0.0614628832697133,Base of ODZ,95,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.573696280376969,43.79665492854624,0.0,0.0106698802893601
PS2Base of ODZ,0.0685850801358992,Base of ODZ,94,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5570712954069353,40.60149306468346,0.0,0.014300248004906
PS2Base of ODZ,0.0556074626057173,Base of ODZ,98,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.571006135663434,44.8383619458713,0.0,0.0103356189549288
PS2Base of ODZ,0.0714741365574147,Base of ODZ,92,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5602054135214731,44.83432063165412,0.0,0.0135928825835686
PS2Base of ODZ,0.0755850786100937,Base of ODZ,93,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5609061426423689,44.15270406694147,0.0,0.0142197514946072
PS2Base of ODZ,0.0564481793792306,Base of ODZ,91,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5728108263471848,47.552428312622105,0.0,0.0105361921718394
PS2Base of ODZ,0.0620969363163762,Base of ODZ,99,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5594188916295795,42.44969381081191,0.0,0.0127672710758168
PS2Base of ODZ,0.0688094782543697,Base of ODZ,97,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5570278678553515,43.25900053579399,0.0,0.0141287965685822
PS2Base of ODZ,0.07726269400803906,Base of ODZ,96,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,PS2,0.5616102905937861,40.35206912828926,0.0,0.014176931478711621
