Key,cost,f,Nitrification (nM/day),iteration,weightNH4,Feature,weightNO2,weightNO3,Denit from NO3- (nM/day),Denit fromNO2- (nM/day),Station,Hybrid2 (nM/day),Denit from NO2- (nM/day)
PS3SNM,24.22851301698272,1.0,0.000173613495538,25,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.8616460662669027,,PS3,0.0,0.0466196588898903
PS3SNM,23.45699467277273,0.9999088815642498,4.644246939091253e-05,11,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.5811594199469163,,PS3,0.0571663531093908,0.0338738894873568
PS3SNM,24.233586278204644,0.972948278146408,0.0001582552455282,12,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7550252374563309,,PS3,0.0,0.0325727547967433
PS3SNM,21.393677449350783,0.9999818336541904,0.0019653864452395,16,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7481042765705642,,PS3,0.0802668578600961,0.0355644167401733
PS3SNM,22.669555719442155,1.0,9.166960486985392e-05,3,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.9097186330712672,,PS3,0.0824038229948869,0.039299778294111
PS3SNM,23.584090784226547,0.9999355593760098,0.0,8,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.5570993125826488,,PS3,0.0614598061728951,0.0328680665548739
PS3SNM,23.529366242602404,0.9999087890460588,0.0,5,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6594433697148792,,PS3,0.067992556946546,0.0397647298725486
PS3SNM,23.36307566547176,0.9997956666531648,8.033247222824539e-05,17,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7280551389285913,,PS3,0.0704927373595033,0.0465356089981719
PS3SNM,20.70523888571254,0.999991817377941,0.0001302337876439,9,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6593246806534584,,PS3,0.0827106187439287,0.0295694089357564
PS3SNM,23.948915541534667,0.7389502597012649,0.0001348628954819,20,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.570219546871415,,PS3,0.0,0.0402964087888857
PS3SNM,23.975004973297946,1.0,0.0001101757485583,34,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.573187422921991,,PS3,0.0,0.0462518428050994
PS3SNM,23.996860178553653,1.0,9.800572880184134e-05,28,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.812253938997908,,PS3,0.007553569039414,0.0433681622742119
PS3SNM,23.98183450834481,0.9761901737538266,0.0001524959675715,21,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.666821751835541,,PS3,0.0,0.0400300489328031
PS3SNM,20.370486205874347,0.999978144645739,6.550290963742719e-05,23,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6075422686217421,,PS3,0.0782078511942073,0.0291049892854677
PS3SNM,21.00422565306314,0.9999655792122149,0.0001242675201149,26,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7155429767146643,,PS3,0.0934276974188852,0.0361796188917669
PS3SNM,22.80267043984979,1.0,0.0008086470586253,35,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.5817810823927863,,PS3,0.0732285935051592,0.0294851850390429
PS3SNM,20.66455428599894,1.0,0.0004729452931944,30,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6346361935686985,,PS3,0.0879052162239131,0.0337838400665202
PS3SNM,23.93996074878663,0.8376081248257006,0.0001324123980176,31,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6770405071576807,,PS3,0.0,0.0351979555302795
PS3SNM,22.625328206326703,1.0,0.0,24,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.5996254277712423,,PS3,0.0865008095597589,0.033013511957663
PS3SNM,21.61704287738232,0.9997483830354664,5.595926386437734e-06,29,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7103572156611212,,PS3,0.0823059788780877,0.0318531772380905
PS3SNM,23.08516074802364,0.999965555485728,0.0014338916123024,27,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7657849043954306,,PS3,0.0795987563322807,0.0435225609727712
PS3SNM,23.940452799966696,1.0,0.0001758564822885,42,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6536678570748089,,PS3,0.0,0.0510536420201208
PS3SNM,22.40255711427608,0.9998167459108528,0.0,32,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.687699493092317,,PS3,0.0768352944608387,0.0330257019978221
PS3SNM,21.8323801886224,0.9999866479106264,0.0,37,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7917690221337788,,PS3,0.0847254592491836,0.0399493350380721
PS3SNM,23.89374640197925,0.7423827804083277,0.0001853343550071,22,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.4750083452698745,,PS3,1.6845423962329245e-11,0.0427331968659314
PS3SNM,22.83798772400429,1.0,0.0011150392828683,33,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.5981429553657786,,PS3,0.0741329354084853,0.0322608425871389
PS3SNM,22.159002221722105,1.0,0.0,40,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7387243112594154,,PS3,0.0846879552611868,0.038757335947628
PS3SNM,23.90111015286749,0.7163215364844625,0.0001270398558747,41,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.513129305519789,,PS3,0.0,0.0414442207857808
PS3SNM,23.97725838191521,0.9904257797403916,0.0001195890530918,43,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7611922185444179,,PS3,0.0,0.0504427906600858
PS3SNM,20.835743207991843,1.0,0.0006810129233766,45,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6921445195353885,,PS3,0.0797457154707814,0.031082159668794
PS3SNM,23.45403010459289,0.999973424487056,0.0014056950221006,36,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7346210669727746,,PS3,0.0633015505818144,0.0321035948886612
PS3SNM,23.973745754629185,0.3062521141307398,0.0001285814940509,0,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6357268921371985,,PS3,0.0,0.0328942236314374
PS3SNM,24.228118172154264,0.9999867033437586,0.0001557709054941,46,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.8012389261984724,,PS3,0.0013986529434965,0.0413816135611367
PS3SNM,24.031868449793805,1.0,0.0002575474648744,52,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.8758952926521314,,PS3,0.034814360499087,0.0403682951031116
PS3SNM,19.86788182296525,0.9999196368025134,6.286020159958947e-05,44,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.655698978050504,,PS3,0.0929421189523831,0.0284752040723187
PS3SNM,23.92920088089041,0.9106989185288158,0.0001332876698383,48,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.711965518717038,,PS3,0.0,0.0411272825863279
PS3SNM,20.80799445327969,0.999902937830138,0.0002026164087759,55,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7889390723764782,,PS3,0.0850788071916932,0.0293110474957634
PS3SNM,24.12700263401248,1.0,0.000126503793775,60,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.5905206528243608,,PS3,0.0010093835127654,0.0495336239595789
PS3SNM,23.88947986294208,1.0,0.0,49,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7800127889739454,,PS3,0.0594362756736467,0.0361692278891328
PS3SNM,22.80890490720195,1.0,0.0011258580510608,58,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7377540881032097,,PS3,0.0862777640441554,0.0339529185022969
PS3SNM,24.029885663001338,0.9959918467870162,0.0001913550416836,56,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7071913970646566,,PS3,0.0,0.0430899982308765
PS3SNM,23.44159433658401,0.9999758688911088,0.0005515994777149,59,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7543772824169378,,PS3,0.0698655333359911,0.0403988047205845
PS3SNM,21.81990978377528,1.0,0.0,51,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7427181927624971,,PS3,0.0784475107659097,0.0293762195450988
PS3SNM,22.394530237799263,0.999642322775647,5.732455214201989e-06,54,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7274082185182161,,PS3,0.0835198486353819,0.0312420854341946
PS3SNM,21.79914874883224,1.0,1.172262007350179e-06,57,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.8178084088141772,,PS3,0.0831632113798086,0.0351922932041502
PS3SNM,24.04591294454305,0.2614894666840567,0.0001292230693762,50,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7632501721910886,,PS3,0.0,0.0347539476026659
PS3SNM,20.6498189650826,1.0,3.086204024787203e-05,69,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.5231084471177936,,PS3,0.0859562331862415,0.0321799409603623
PS3SNM,23.97422221845531,0.2043919418092369,0.0001547197583658,61,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7805812810713618,,PS3,0.0,0.0449742181400542
PS3SNM,20.523711270848853,0.9999581641549224,1.476591590603153e-05,62,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.683381830816243,,PS3,0.0823841144212172,0.0333251393052137
PS3SNM,21.49025340380645,0.9999957811392628,0.0006168901413955,68,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.8216607074148029,,PS3,0.0943861374231664,0.036267742553468
PS3SNM,24.32878761369464,0.8323079758982005,0.0001234882501485,67,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.8521971090214483,,PS3,0.0,0.0383800582603549
PS3SNM,21.644873653356218,1.0,0.0,64,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.5921680466139068,,PS3,0.0831968262599529,0.0368369835095648
PS3SNM,22.94371878887852,1.0,1.772400428401329e-06,66,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7659835247562161,,PS3,0.0849323875494564,0.0386643725171726
PS3SNM,20.4090386187862,0.9996757943307918,0.0,73,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6377289889237913,,PS3,0.0788174610266814,0.0330687392499362
PS3SNM,23.85576783909664,0.6631220723592941,0.0001253952054425,53,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.4920554183065824,,PS3,9.471300518194105e-13,0.0383159339122178
PS3SNM,23.63817528747836,0.9980630872237268,0.0014462737821617,74,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6879529715408957,,PS3,0.0662938260807044,0.0366269533882426
PS3SNM,23.68606753553912,0.99974574060073,0.0003138713742864,72,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7109014796267705,,PS3,0.0625154528034293,0.0479879772760114
PS3SNM,23.67864696729032,0.9999301997312822,0.0,71,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6218187540507971,,PS3,0.0611340479964463,0.0417835579958032
PS3SNM,21.75727711874005,0.9999935809417756,0.0,70,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.5821212835508683,,PS3,0.097461075606829,0.0393412116247419
PS3SNM,21.392248462773093,0.9999612201121,0.0002477786895263,77,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7548360784884772,,PS3,0.0820362101382154,0.0319909927123576
PS3SNM,23.95998283703133,0.7293406207200581,0.0001477858421412,47,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.5529707767585956,,PS3,1.9262598216421977e-15,0.0330559219092373
PS3SNM,21.472601533073625,0.9996172677062752,8.292427287001439e-05,38,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.8589247631618466,,PS3,0.0724666283942836,0.0299887149673821
PS3SNM,22.1956632677838,0.9999575735178204,0.0007551842069149,75,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6962262194536969,,PS3,0.0925305488820538,0.0403501396923902
PS3SNM,23.631396565852707,1.0,0.0005150018161275,80,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7223274015367522,,PS3,0.0715736115072091,0.0336728940092656
PS3SNM,20.006997895764627,0.9999860145178784,0.0,81,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6095000375790902,,PS3,0.0863552145587569,0.03495842053852
PS3SNM,22.76359296107925,1.0,2.097159260234304e-05,65,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6834446454905928,,PS3,0.0756848030458197,0.0296324419255618
PS3SNM,24.19974154461805,1.0,0.0001144493106045,82,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7264842596946292,,PS3,0.0,0.0537665721027099
PS3SNM,23.86080733804356,0.9557341408735152,0.0001391698856241,84,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.529353375318333,,PS3,0.0,0.0434761312709914
PS3SNM,22.47751854375397,0.9999023711726818,6.04548484273222e-05,76,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.629484858313421,,PS3,0.073511344786514,0.030343929153062
PS3SNM,22.338051704362965,1.0,0.0004102021896286,89,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6106203403331637,,PS3,0.0823651345934676,0.034486440016589
PS3SNM,24.06114329404976,0.6850742337649138,0.0001553518164006,83,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.9280433392264728,,PS3,0.0,0.0315820357545627
PS3SNM,23.05780720632452,1.0,0.0,86,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.5308772211209928,,PS3,0.0772199427169131,0.0297945239407581
PS3SNM,24.04020446929796,0.5120249975424637,0.0001311180382578,63,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6726939872128548,,PS3,7.722448735157853e-17,0.0324761876060117
PS3SNM,20.23377837346652,1.0,0.0007078784629125,79,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7146626679571589,,PS3,0.0868344344050181,0.0317258809309935
PS3SNM,24.027899403359942,0.9995512411888292,0.0001223624788185,78,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.7526450222212918,,PS3,0.0076283905330789,0.0425714054083701
PS3SNM,23.959502913433965,1.0,0.0001286803719142,88,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.693779895209964,,PS3,0.0003243346348684,0.0440502630811905
PS3SNM,23.84941293092705,0.8320984311135672,0.0001616892501858,87,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6430899485660235,,PS3,0.0,0.0417343092108596
PS3SNM,20.72222310588062,0.9998404557790228,0.000288049819045,97,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6359778190959973,,PS3,0.0797574824967616,0.0287425885453172
PS3SNM,23.567536602979203,1.0,1.057765073666567e-05,85,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6781879653553043,,PS3,0.0591477652342136,0.0349428787207969
PS3SNM,22.317016637305983,0.9998192948232146,9.625612574433045e-06,96,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.5400430576050025,,PS3,0.0808249787646948,0.0325310379252379
PS3SNM,21.59497094565924,1.0,0.0001668346353656,98,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.4729727659730954,,PS3,0.0805033845903731,0.0345645783859854
PS3SNM,20.85427990649336,0.9999547589730688,0.0005359409660437,90,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.680627931914959,,PS3,0.0872147990760314,0.0349553651227707
PS3SNM,22.18893108517223,0.9999501542908846,2.0449123837255524e-05,92,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6718899808176638,,PS3,0.0838657147864888,0.0316069829019346
PS3SNM,23.803709571673405,0.7893106750520095,0.0001885304547937,91,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.5269109158723667,,PS3,0.0,0.0529595949833485
PS3SNM,23.87806599227428,0.9952784932463395,0.0001381895140719,93,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6394183466237485,,PS3,0.0,0.0351939464774046
PS3SNM,22.823332803489087,0.9999436703883277,0.0020387101056928,39,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6612655920248264,,PS3,0.0862144002714738,0.0410338041002196
PS3SNM,22.72910048860058,0.9999039027962175,0.0,95,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.8617920121780364,,PS3,0.0728729209742554,0.036832931456953
PS3SNM,23.86781288785564,0.8571003205487001,0.0001438357133689,99,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.6596429964716123,,PS3,0.0,0.0469307985628209
PS3SNM,23.816415422221034,1.0,0.00014955444968986088,94,0.3333333333333333,SNM,0.3333333333333333,0.3333333333333333,0.48710085171642553,,PS3,4.424987589058942e-07,0.044905188009307616
