Key,cost,Denit fromNO2- (nM/day),weightNH4,iteration,f,Nitrification (nM/day),weightNO3,weightNO2,Hybrid2 (nM/day),Station,Feature,Denit from NO3- (nM/day),Denit from NO2- (nM/day)
PS3SCM,29.25445233891452,,0.45,60,0.0231876204380526,0.0113328551872087,0.45,0.1,0.1482491836459514,PS3,SCM,1.3666746605493358,0.4782809933597493
PS3SCM,30.40865240580576,,0.45,56,0.4013926494904536,0.0066554297574951,0.45,0.1,0.1660660464420415,PS3,SCM,1.4364662110206472,0.5496267836483467
PS3SCM,30.26184831073069,,0.45,54,0.3981220558020815,0.0067084060108345,0.45,0.1,0.1411875020561692,PS3,SCM,1.8088905977933527,0.5020888190154457
PS3SCM,30.170786390038817,,0.45,62,0.4077861079143635,0.0077912290136783,0.45,0.1,0.1474366296657406,PS3,SCM,1.5590760279978575,0.5217092948524654
PS3SCM,30.652090222248614,,0.45,58,0.4311913698969672,0.0097963115075114,0.45,0.1,0.1488485165268866,PS3,SCM,1.5806632462894623,0.571648408197463
PS3SCM,29.251740636313382,,0.45,61,0.0829680331994461,0.010551502936511,0.45,0.1,0.1411645327718314,PS3,SCM,1.540681923735402,0.4893265289213913
PS3SCM,29.273901697819547,,0.45,55,0.0024838871019938,0.0123113598239957,0.45,0.1,0.1350496832572608,PS3,SCM,1.596767423627113,0.4803495213583229
PS3SCM,29.946964510636708,,0.45,64,0.3142940956956211,0.0073509869023322,0.45,0.1,0.1900258915005237,PS3,SCM,1.47840482914789,0.4558476833066154
PS3SCM,30.38016996889509,,0.45,70,0.4161910712051255,0.0100359911659055,0.45,0.1,0.1708940180797421,PS3,SCM,1.1884262758645303,0.4939844886941964
PS3SCM,30.33669975661128,,0.45,71,0.4262731284555062,0.0060615494504931,0.45,0.1,0.1456812317477717,PS3,SCM,1.4979246260544734,0.4737910580512976
PS3SCM,30.520464386810616,,0.45,63,0.4326480150195373,0.0087300694327462,0.45,0.1,0.1551585945137615,PS3,SCM,1.1756862834901995,0.5475537753830465
PS3SCM,30.44828696325425,,0.45,68,0.4127655565221816,0.0062364447503303,0.45,0.1,0.1476536228454774,PS3,SCM,1.6514043849497675,0.4674678129971636
PS3SCM,29.463983354039065,,0.45,72,0.0083577193122659,0.0085074919695961,0.45,0.1,0.1310481373104363,PS3,SCM,1.946331872676222,0.4883675782938119
PS3SCM,30.298654595248124,,0.45,66,0.375857499925212,0.0064876452371205,0.45,0.1,0.1704950963640383,PS3,SCM,1.3710626056296749,0.4817753034617242
PS3SCM,30.25079295438201,,0.45,65,0.4013436310783694,0.0067973735266378,0.45,0.1,0.1566476330797033,PS3,SCM,1.597741112295448,0.4975558987113533
PS3SCM,28.793715947480344,,0.45,59,8.63639425446939e-05,0.0087880874051934,0.45,0.1,0.1344197139236208,PS3,SCM,1.3460840018957192,0.473315392077686
PS3SCM,29.38437286536456,,0.45,67,0.00031851263192,0.0129604435990715,0.45,0.1,0.1336120336679256,PS3,SCM,1.4186080637977885,0.4766254583088078
PS3SCM,30.8186282061678,,0.45,76,0.4302472363754623,0.0057239046528304,0.45,0.1,0.1280574670473427,PS3,SCM,1.9783877487726664,0.5073812282479032
PS3SCM,30.60733552511585,,0.45,73,0.4447744166325337,0.008846498986824,0.45,0.1,0.133265885594845,PS3,SCM,1.6176809549953142,0.5652017999717223
PS3SCM,30.54927622091344,,0.45,74,0.4423311499703689,0.0069694336708328,0.45,0.1,0.1262037969619183,PS3,SCM,1.686380724488212,0.5607387478614991
PS3SCM,30.092261622931392,,0.45,77,0.3446980063824297,0.009411749125495,0.45,0.1,0.1912147124366481,PS3,SCM,1.388870322157625,0.4622588079539554
PS3SCM,29.658639337764512,,0.45,86,4.652499529543795e-05,0.0027164155170581,0.45,0.1,0.1390607777724496,PS3,SCM,1.5679279689361043,0.5076211726338272
PS3SCM,29.030909490870727,,0.45,80,0.0079187104586142,0.012896018099571,0.45,0.1,0.134586329870785,PS3,SCM,1.5130702709125987,0.4686330132851248
PS3SCM,30.44354861637648,,0.45,75,0.4024241164906983,0.0087831533797982,0.45,0.1,0.1656821919494555,PS3,SCM,1.661595724320838,0.5207348055835669
PS3SCM,30.81097858658856,,0.45,79,0.43646702391061,0.0062316462981434,0.45,0.1,0.128442626588399,PS3,SCM,1.8498691769494056,0.5551390123754153
PS3SCM,29.624244769944887,,0.45,69,0.3014689303327759,0.0103366915407577,0.45,0.1,0.1979337938197127,PS3,SCM,1.3519183300436433,0.4667336417854272
PS3SCM,30.336737591105404,,0.45,82,0.3735212076487347,0.0090931533250558,0.45,0.1,0.1879742692275339,PS3,SCM,1.4530468630666562,0.5291348633769649
PS3SCM,30.64486489208717,,0.45,81,0.4279704569259601,0.0081995578660982,0.45,0.1,0.1439395645986776,PS3,SCM,1.5830434738662005,0.5676282796539521
PS3SCM,28.082126600587955,,0.45,78,0.0,0.0105766772578716,0.45,0.1,0.1388750070712093,PS3,SCM,1.78969141647585,0.4829673022530139
PS3SCM,30.459305161429505,,0.45,83,0.4375366650606008,0.0072215197912903,0.45,0.1,0.142645309118287,PS3,SCM,1.5595880370460895,0.5619941012835509
PS3SCM,29.70038994544124,,0.45,85,0.3420006745289161,0.0088431677178692,0.45,0.1,0.1644330065460093,PS3,SCM,2.094507973881034,0.50519687370833
PS3SCM,28.25486073619213,,0.45,88,0.006976589331948,0.0111603864646488,0.45,0.1,0.1339136092932371,PS3,SCM,1.67423706900056,0.4669848140355419
PS3SCM,30.61137948234529,,0.45,92,0.4231027944143713,0.0069171971333864,0.45,0.1,0.1605497336531499,PS3,SCM,1.3773277156182475,0.4783310024417655
PS3SCM,30.7879338499052,,0.45,87,0.4381404283421971,0.0059557443079739,0.45,0.1,0.1334190062512361,PS3,SCM,2.346101088785644,0.5399293803548416
PS3SCM,30.441477845527835,,0.45,95,0.4014152129663739,0.0067426367067868,0.45,0.1,0.1445820031658958,PS3,SCM,2.257853739527039,0.4939986536885312
PS3SCM,30.6887191315456,,0.45,89,0.4319610602385298,0.0085413247780162,0.45,0.1,0.1382826056230098,PS3,SCM,1.7654393667862422,0.5642744085957879
PS3SCM,30.59936596257777,,0.45,90,0.4173821073557788,0.0081416358817418,0.45,0.1,0.1296189879130609,PS3,SCM,1.953784827634912,0.5121262110504639
PS3SCM,29.837016703672084,,0.45,84,0.3515724906078024,0.0118087697738529,0.45,0.1,0.1823758041343294,PS3,SCM,1.239338828423502,0.4997682907304326
PS3SCM,30.155990083441864,,0.45,94,0.4083847951311096,0.0061079843674744,0.45,0.1,0.1557778484995407,PS3,SCM,1.4741040778312786,0.4653008456912197
PS3SCM,30.03067907054595,,0.45,91,0.3452783604086115,0.0109679500758797,0.45,0.1,0.1735975101668632,PS3,SCM,1.618892778578605,0.5398857612889439
PS3SCM,30.53668444564089,,0.45,97,0.4009181955275341,0.0075986323158494,0.45,0.1,0.1504637994534258,PS3,SCM,1.704595470955444,0.5034413541282082
PS3SCM,29.445399473793625,,0.45,98,0.2657017904846964,0.0073949581872304,0.45,0.1,0.1697669475629171,PS3,SCM,1.795895001789101,0.4723198303194318
PS3SCM,30.79004758320241,,0.45,93,0.4316559430185814,0.0080987044046261,0.45,0.1,0.1308707603929494,PS3,SCM,2.0072043266337616,0.5174930269629826
PS3SCM,30.06649006444489,,0.45,96,0.379674276529966,0.0086918180776488,0.45,0.1,0.1747458212937899,PS3,SCM,1.5933505436772613,0.5594612610234139
PS3SCM,30.08790509916446,,0.45,99,0.37097165652055036,0.01129551555976555,0.45,0.1,0.17867756553273426,PS3,SCM,1.4113347725645886,0.5469600051723166
