Key,Nitrification (nM/day),Denit fromNO2- (nM/day),iteration,Feature,f,weightNO3,Denit from NO3- (nM/day),weightNO2,Hybrid2 (nM/day),cost,weightNH4,Station,Denit from NO2- (nM/day)
PS3Interface2,0.0,,68,Interface2,0.4856672639258053,0.45,1.877691713196948,0.1,0.1864853117084839,44.24010234435169,0.45,PS3,0.0
PS3Interface2,0.0,,67,Interface2,0.5091452417303821,0.45,1.602263601683642,0.1,0.1945907743137677,29.1621922697376,0.45,PS3,0.004210934507717
PS3Interface2,0.0,,63,Interface2,0.4963379232830061,0.45,1.8157781259845027,0.1,0.2824775215050683,32.342564719498085,0.45,PS3,0.0
PS3Interface2,0.0,,46,Interface2,0.5092778705371774,0.45,1.5321495336337208,0.1,0.3135705134164219,35.48745221780338,0.45,PS3,0.0216105992930617
PS3Interface2,0.0,,72,Interface2,0.0,0.45,1.9786052747313567,0.1,0.14739902445351,48.28330406853608,0.45,PS3,0.0
PS3Interface2,0.0,,65,Interface2,0.4964803808892064,0.45,2.3099629074366828,0.1,0.3026551902791073,37.01464502431076,0.45,PS3,0.0
PS3Interface2,0.0,,71,Interface2,0.496767416262705,0.45,1.4311837641025058,0.1,0.3654740140097665,39.051873430281,0.45,PS3,0.0
PS3Interface2,0.0,,70,Interface2,0.4639535992786934,0.45,1.6791648496217204,0.1,0.2655039943686655,36.3780211867862,0.45,PS3,0.0
PS3Interface2,0.0,,75,Interface2,0.0,0.45,1.5679053152255409,0.1,0.1178625442694081,42.89454644414493,0.45,PS3,0.0
PS3Interface2,0.0392522228689177,,48,Interface2,0.4965290825426209,0.45,2.415271793762765,0.1,0.2701516498311763,30.660554228278905,0.45,PS3,0.0
PS3Interface2,0.0010684849626491,,54,Interface2,0.4811925970032734,0.45,2.1589977614377367,0.1,0.1699537203238316,45.11706603782933,0.45,PS3,0.0201960673491531
PS3Interface2,0.0,,80,Interface2,0.0,0.45,1.4541804117485368,0.1,0.1441527782373583,45.34998006629006,0.45,PS3,9.875289540368518e-06
PS3Interface2,0.000128486652537,,58,Interface2,0.4964744098902708,0.45,1.8113706614967569,0.1,0.2323759438721198,30.346158881127856,0.45,PS3,0.0195128493516194
PS3Interface2,0.0,,66,Interface2,0.4966807232559486,0.45,1.4036848769721395,0.1,0.3444696083241205,39.32112753140304,0.45,PS3,0.0
PS3Interface2,0.0448667428309438,,47,Interface2,0.4966973995856689,0.45,1.833991457354564,0.1,0.2663242447279249,28.08809819489084,0.45,PS3,0.0
PS3Interface2,0.0,,83,Interface2,0.0,0.45,1.449850015652384,0.1,0.1364284979062957,44.42328538480524,0.45,PS3,0.0
PS3Interface2,0.0,,77,Interface2,0.4962573438133862,0.45,1.440473634683557,0.1,0.2495671915201127,32.171059055564136,0.45,PS3,0.0
PS3Interface2,0.0,,62,Interface2,0.4967119139402587,0.45,1.4791557233905923,0.1,0.3051828990261691,35.371608107250445,0.45,PS3,0.0179639783912396
PS3Interface2,0.0,,73,Interface2,0.4820635634763999,0.45,1.371967478470468,0.1,0.1859924621235409,38.40089479792887,0.45,PS3,0.0
PS3Interface2,0.0,,85,Interface2,0.4964483924718807,0.45,1.2884527197384348,0.1,0.2783770155925895,35.82515961744395,0.45,PS3,0.0
PS3Interface2,0.0,,76,Interface2,0.4963999059291011,0.45,2.506332054821704,0.1,0.2731966305817313,36.23970204881981,0.45,PS3,0.0016936856186555
PS3Interface2,0.0,,89,Interface2,0.0,0.45,1.4425227913178096,0.1,0.1144459582466594,43.49876189242734,0.45,PS3,0.0295508886042967
PS3Interface2,0.0,,78,Interface2,0.4966309965540045,0.45,1.563675574296954,0.1,0.2744709012610433,33.42441526277479,0.45,PS3,0.0009196283977581
PS3Interface2,0.000218857044549,,81,Interface2,0.496377160044425,0.45,2.176108743494785,0.1,0.2433448745773193,32.60183899008911,0.45,PS3,0.0067226928184622
PS3Interface2,0.0,,94,Interface2,0.0,0.45,1.5605908878145711,0.1,0.1715740584043367,47.99439492137368,0.45,PS3,0.0145392884943252
PS3Interface2,0.0003581514089778,,79,Interface2,0.4841693731789023,0.45,1.376878795027438,0.1,0.1724606017513564,33.62800408818848,0.45,PS3,0.0212333750387092
PS3Interface2,0.0,,82,Interface2,0.4963516775272831,0.45,1.9698145215859324,0.1,0.2928942102911034,36.39879018005426,0.45,PS3,0.0
PS3Interface2,1.434499177774951e-05,,84,Interface2,0.4964274992870618,0.45,1.5772959303888343,0.1,0.2271278837921276,28.65961105508504,0.45,PS3,0.0167188167790515
PS3Interface2,0.0,,74,Interface2,0.4958676285649795,0.45,1.305424393782764,0.1,0.3385722501193286,39.294494321002816,0.45,PS3,0.0696020045411334
PS3Interface2,0.0,,86,Interface2,0.4960143951682143,0.45,1.818126046884415,0.1,0.184648894574866,27.034385241384964,0.45,PS3,0.0041063035023875
PS3Interface2,0.0,,91,Interface2,0.4965636777932107,0.45,1.3312728932194628,0.1,0.31711587310539,36.660762945742114,0.45,PS3,2.3946515781048948e-05
PS3Interface2,0.0,,93,Interface2,0.4966009353010879,0.45,1.6244012112718906,0.1,0.2969591207474415,37.15878902622768,0.45,PS3,0.0
PS3Interface2,0.0,,95,Interface2,0.0,0.45,1.4559887868479953,0.1,0.1627978579017961,48.773580167657016,0.45,PS3,0.0
PS3Interface2,0.0,,87,Interface2,0.4957540475473778,0.45,2.021778651062604,0.1,0.1699342902631596,35.29417875161825,0.45,PS3,0.1246322838201677
PS3Interface2,0.0,,96,Interface2,0.496350271637011,0.45,1.4695418359712755,0.1,0.2024696575176139,30.31650978541404,0.45,PS3,0.0001275907923206
PS3Interface2,0.0,,92,Interface2,0.4964600182330512,0.45,1.4657226984613196,0.1,0.3923131729670683,42.38214441634696,0.45,PS3,0.0270953177759601
PS3Interface2,0.0,,88,Interface2,0.4961595671904609,0.45,1.9660618067549824,0.1,0.23043304476368,31.94663325871488,0.45,PS3,0.0007286540130398
PS3Interface2,0.0007111349228622,,98,Interface2,0.4856585262725779,0.45,1.4886241307840884,0.1,0.1667774130671736,45.32178932943722,0.45,PS3,0.0221413703359741
PS3Interface2,0.0021219887622239,,97,Interface2,0.49633072048656,0.45,1.579642422712921,0.1,0.2116668532317197,28.514592500763875,0.45,PS3,0.0
PS3Interface2,0.0,,99,Interface2,0.4869209801501951,0.45,1.1763739391843335,0.1,0.1448596494226358,38.6373225443473,0.45,PS3,0.0213733513920066
PS3Interface2,0.0,,90,Interface2,0.4965390102438536,0.45,1.5627738504485187,0.1,0.33952740321196173,40.08889843398816,0.45,PS3,0.020034795284637055
